"DATA","DESCRIZIONE","COSTO","TIPO SPESA","FORNITORE","CATEGORIA","DESTINAZIONE","METODO PAGAMENTO","PAGATO","AZIONI"
"03/07/2025","FATTURA 116/0J (CARBURANTE COLUMBUS DEL 03/07, SALDATA CON CARTA PREPAGATA MPS)","59,74 €","Fissi","Cantiere nautico Feltrinelli","Gasolio","Columbus","Carta di credito/prepagata","","   "
"04/07/2025","ARACHIDI E TARALLI PER TOUR DI CONSOLINI DEL 04/07","14,00 €","Variabili","Esselunga","Cibo e bevande","Azienda","Contante Extra","","   "
"04/07/2025","FATTURA 1383 (15 CONFEZIONI DI ACQUA NATURALE, 1 CONFEZIONE DI COCA COLA E 1 CONFEZIONE DI BIRRA IN BOTTIGLIA)","110,45 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"04/07/2025","FATTURA 347 (TRASPORTO CANDIDO SIRMIONE-DESENZANO A/R)","280,00 €","Variabili","Logistic Trans","Logistica","Candido","Bonifico","","   "
"04/07/2025","FATTURA 2025/01735/1654 (GASOLIO)","1.099,23 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"04/07/2025","FATTURA IT25-AEUI-8716266 (6 CONFEZIONI DI ROTOLI SCOTTEX)","73,09 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"04/07/2025","Pranzi giugno","476,00 €","Fissi","Sablina 999","Gestione","Azienda","Contante Extra","","   "
"05/07/2025","AFFITTO APPARTAMENTO COLOMBARE LUGLIO 2025","400,00 €","Fissi","Angelica Donati","Gestione","Azienda","Bonifico","","   "
"05/07/2025","FATTURA 34 (AFFITTO UFFICI LUGLIO 2025)","1.200,00 €","Fissi","Peruz","Ufficio","Azienda","Bonifico","","   "
"07/07/2025","FATTURA 2025/01735/1667 (GASOLIO)","1.105,92 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"07/07/2025","FATTURA 16 (COMMISSIONI SU PRENOTAZIONI MESE DI GIUGNO 2025)","143,52 €","Variabili","Holidoit srl","Provvigioni","Azienda","Bonifico","","   "
"07/07/2025","FATTURA 2025/01735/1681 (GASOLIO)","1.206,62 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"07/07/2025","FATTURA YFGPPYRLRW5I7Y1","125,43 €","Fissi","Stripe Payments Europe","Sito","Azienda","Bonifico","","   "
"07/07/2025","FATTURA 794 (CARBURANTE DEL 06/07, SALDATA CON LA CARTA PREPAGATA BCC)","1.103,51 €","Fissi","Garda Garage di Valentini Giuseppe e C. snc","Gasolio","Azienda","Carta di credito/prepagata","","   "
"07/07/2025","FATTURA MC11217011","119,67 €","Fissi","Mailchimp","Pubblicità","Azienda","Bonifico","","   "
"07/07/2025","FATTURA 9 (CONSULENZA SOCIAL GIUGNO 2025)","366,08 €","Variabili","Rey Martina","Marketing","Azienda","Bonifico","","   "
"07/07/2025","FATTURA 403/2025 (RIFORNIMENTO COLUMBUS DEL 05/07, SALDATA CON CARTA PREPAGATA MPS)","147,79 €","Fissi","Bogliaco 2000 s.r.l.","Gasolio","Columbus","Carta di credito/prepagata","","   "
"07/07/2025","FATTURA V2-315134 (RATA 15 DI 29 CANONE LEASING APPLE LAPTOP MACBOOK AIR MARCELLO)","59,38 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"07/07/2025","FATTURA V2-315135 (RATA 2 DI 29 CANONE LEASING APPLE TABLET IPAD AIR M3 PER I DUE LUNGOLAGO)","294,23 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"09/07/2025","FATTURA 2025/01735/1701 (GASOLIO)","1.148,42 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"09/07/2025","FATTURA 2025/01735/1702 (GASOLIO)","1.225,43 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"09/07/2025","FATTURA 28 (COMPENSO PAGHE PRIMO MAGGIO E GIUGNO 2025)","546,46 €","Fissi","Fanti Andrea","Contabilità","Riva","Bonifico","","   "
"09/07/2025","FATTURA 27 (COMPENSO PAGHE SECONDO TRIMESTRE 2025)","3.320,12 €","Fissi","Fanti Andrea","Contabilità","Azienda","Bonifico","","   "
"09/07/2025","FATTURA 1429 (1 CONFEZIONE DI COCA COLA, 1 CONFEZIONE DI FANTA, 1 CONFEZIONE DI BIRRA IN BOTTIGLIA)","47,88 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"09/07/2025","FATTURA 633551 (BUONI PASTO CARNAGHI GIUGNO 2025)","196,00 €","Variabili","Edenred Italia srl","Gestione","Riva","Bonifico","","   "
"09/07/2025","FATTURA 633549 (BUONI PASTO DIPENDENTE GIUGNO 2025)","2.704,80 €","Variabili","Edenred Italia srl","Gestione","Azienda","Bonifico","","   "
"09/07/2025","FATTURA 407/2025 (CARBURANTE COLUMBUS DEL 09/07)","99,55 €","Fissi","Bogliaco 2000 s.r.l.","Gasolio","Columbus","Carta di credito/prepagata","","   "
"10/07/2025","FUSIBILI PER VIRGILIO","9,84 €","Variabili","Beladelli","Gestione","Virgilio","Contante Extra","","   "
"10/07/2025","FATTURA IT5000ZJEAMN5I (6 ZERBINI PER MOTOSCAFI)","101,18 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"10/07/2025","FATTURA IT25-AEUI-9063202 (SALVADANAIO PER MANCE UFFICIO)","4,50 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"10/07/2025","FATTURA 2025/01735/1713 (GASOLIO)","810,61 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"10/07/2025","PULIZIA UFFICIO","10,00 €","Variabili","Susanna Signori","Ufficio","Azienda","Contante Extra","","   "
"10/07/2025","AFFITTO APPARTAMENTO MARCELLO LUGLIO 2025","500,00 €","Fissi","Marcello Bertoldi","Gestione","Azienda","Bonifico","","   "
"11/07/2025","FATTURA 135/0J (ACCONTO DEL 30% PER PREVENTIVO 100 SCHERMO PER VIRGILIO)","983,61 €","Variabili","Cantiere nautico Feltrinelli","Gestione","Virgilio","Bonifico","","   "
"11/07/2025","FATTURA 126/0J (ACCONTO DEL 30% PER SOSTITUZIONE LONG BLOCK REVISIONATO PER CANDIDO SU PREVENTIVO 108)","3.688,53 €","Variabili","Cantiere nautico Feltrinelli","Gestione","Candido","Bonifico","","   "
"11/07/2025","FATTURA 127/0J (ACCONTO DEL 30% PER FORNITURA E SOSTITUZIONE TRASMISSIONE DPS-D1 1 SU PREVENTIVO 109)","3.688,53 €","Variabili","Cantiere nautico Feltrinelli","Gestione","Candido","Bonifico","","   "
"11/07/2025","FATTURA 2025/01735/1715 (GASOLIO)","1.225,10 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"11/07/2025","FATTURA 2189-2025-FE (COMMISSIONI SU PRENOTAZIONI GIUGNO 2025)","395,00 €","Variabili","Outlane srl","Provvigioni","Azienda","Bonifico","","   "
"11/07/2025","FATTURA IN-2025-0458000 (MODULO TYPEFORM ALL'INTERNO DEL SITO)","550,00 €","Variabili","Typeform S.L.","Sito","Azienda","Bonifico","","   "
"11/07/2025","AFFITTO DANIELE GARDONE","450,00 €","Fissi","Daniele Gardone","Gestione","Azienda","Contante Extra","","   "
"12/07/2025","FATTURA IEE2025009427488 (ABBONAMENTO MENSILE ADOBE CREATIVE CLOUD)","55,84 €","Variabili","Adobe","Gestione","Azienda","Bonifico","","   "
"14/07/2025","FATTURA 2025/01735/1738 (GASOLIO)","1.109,16 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"14/07/2025","AUTOSTRADA DESENZANO-LAVAGNA A/R PER RITIRO MOTORE CANDIDO (PAGATO CON CARTA PREPAGATA BCC)","61,40 €","Variabili","Autostrada","Gestione","Candido","Carta di credito/prepagata","","   "
"14/07/2025","CINGHIA PER FISSAGGIO MOTORE CANDIDO (PAGATA CON CARTA PREPAGATA)","13,44 €","Variabili","Stazione di Servizio 08 Genova","Gestione","Candido","Carta di credito/prepagata","","   "
"15/07/2025","FATTURA 2025/01735/1747 (GASOLIO)","1.220,61 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"15/07/2025","FATTURA 56/001 (SOSTITUZIONE FILTRI SFIATO MOTORE PER KIAR)","160,00 €","Fissi","Anselmo","Cantiere","Kiar di Luna","Bonifico","","   "
"15/07/2025","FATTURA 2025/01735/1757 (GASOLIO)","617,61 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"15/07/2025","FATTURA 1457 (15 CONFEZIONI DI ACQUA NATURALE, 2 CONFEZIONI DI COCA COLA, 2 CONFEZIONI DI FANTA, 2 CONFEZIONI DI BIRRA IN BOTTIGLIA)","173,39 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"15/07/2025","LAVORI LIBERA (REALIZZAZIONE SPRAY RAIL)","400,00 €","Variabili","Anselmo","Cantiere","Libera","Contante Extra","","   "
"15/07/2025","LAVORI BECOME (CAMBIO CARICA BATTERIE DA 220 A 380)","570,00 €","Variabili","Anselmo","Cantiere","Become","Contante Extra","","   "
"15/07/2025","LAVORI KIAR (SOSTITUZIONE FILTRI SFIATO MOTORE)","30,00 €","Variabili","Anselmo","Cantiere","Kiar di Luna","Contante Extra","","   "
"15/07/2025","FATTURA 56/001 (SOSTITUZIONE FILTRI SFIATO MOTORE PER BELUGA)","160,00 €","Fissi","Anselmo","Cantiere","Beluga","Bonifico","","   "
"15/07/2025","FATTURA 56/001 (SOSTITUZIONE FILTRI SFIATO MOTORE PER LIBERA)","160,00 €","Fissi","Anselmo","Cantiere","Libera","Bonifico","","   "
"15/07/2025","FATTURA 56/001 (SOSTITUZIONE FILTRI SFIATO MOTORE PER MAGIA)","160,00 €","Fissi","Anselmo","Cantiere","Magia","Bonifico","","   "
"15/07/2025","FATTURA 56/001 (SOSTITUZIONE FILTRI SFIATO MOTORE PER ETERNITY)","160,00 €","Fissi","Anselmo","Cantiere","Eternity","Bonifico","","   "
"15/07/2025","FATTURA 56/001 (MONTAGGIO MOTORE ELICA DI MANOVRA ETERNITY)","650,00 €","Variabili","Anselmo","Cantiere","Eternity","Bonifico","","   "
"15/07/2025","FATTURA 56/001 (MONTAGGIO SUB + AMPLI PER RIVA)","1.000,00 €","Variabili","Anselmo","Cantiere","Riva","Bonifico","","   "
"15/07/2025","FATTURA V2-326228 (RATA 7 DI 29 CANONE LEASING APPLE DESKTOP IMAC M4 UFFICIO)","63,85 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"16/07/2025","F24 BERTOLDI BOATS","14.049,71 €","Fissi","Agenzia delle Entrate","Tasse","Azienda","Bonifico","","   "
"16/07/2025","F24 RIVA BOATS CHARTER","1.197,02 €","Fissi","Agenzia delle Entrate","Tasse","Riva","Bonifico","","   "
"16/07/2025","DEBITO IVA GIUGNO 2025","6.017,98 €","Fissi","Agenzia delle Entrate","Tasse","Riva","Bonifico","","   "
"16/07/2025","FATTURA AKBRHF (COMMISSIONI PER TOUR DEL 14/07)","70,00 €","Variabili","Departure Lounge","Provvigioni","Azienda","Bonifico","","   "
"16/07/2025","FATTURA 2025/01735/1758 (GASOLIO)","1.162,68 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"16/07/2025","FATTURA 10/EV (PROVVIGIONE PER TOUR DEL 07/05)","72,95 €","Variabili","Villa Sigurtà Servizi s.r.l.","Provvigioni","Azienda","Bonifico","","   "
"17/07/2025","FATTURA 132/0J (CARBURANTE COLUMBUS DEL 15/07) > PAGATO CON CARTA PREPAGATA DELLA MPS","124,95 €","Fissi","Cantiere nautico Feltrinelli","Gasolio","Columbus","Carta di credito/prepagata","","   "
"17/07/2025","FATTURA 310941 (CIALDE CAFFÈ PER UFFICIO)","65,57 €","Variabili","Nespresso","Ufficio","Azienda","Bonifico","","   "
"17/07/2025","FATTURA 94 (TANICA DI ANTI CALCARE PER ESTERNI)","150,48 €","Fissi","Italia Marine di Pulvirenti Giuseppe","Gestione","Azienda","Bonifico","","   "
"17/07/2025","GASOLIO VALE > DA CHIEDERE MAGGIORI DETTAGLI","75,00 €","Variabili","Shveda Lyubov","Gasolio","Azienda","Contante Extra","","   "
"18/07/2025","FATTURA 1482 (15 CASSE DI NATURALE E 10 CASSE DI FRIZZANTE)","129,36 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"18/07/2025","FATTURA 2910744","22,40 €","Fissi","Nexi Payments spa","Sito","Azienda","Bonifico","","   "
"18/07/2025","FATTURA 3203019 (CANONE 7 DISPOSITIVI POS GIUGNO 2025)","35,00 €","Fissi","Nexi Payments spa","Gestione","Azienda","Bonifico","","   "
"18/07/2025","FATTURA 39/20 (PIANTE PER UFFICIO 2)","470,00 €","Variabili","Az. Agr. Vivai Bertagna","Ufficio","Azienda","Bonifico","","   "
"18/07/2025","PULIZIE UFFICI","15,00 €","Variabili","Susanna Signori","Ufficio","Azienda","Contante Extra","","   "
"21/07/2025","FATTURA 2025/01735/1799 (GASOLIO)","1.156,42 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"21/07/2025","FATTURA 2025/01735/1798 (GASOLIO)","393,06 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"21/07/2025","FATTURA 186/101 (PRATICA PER RICHIESTA CERTIFICAZIONE PARITÀ DI GENERE)","267,50 €","Variabili","CNA Impresa","Burocrazia","Azienda","Bonifico","","   "
"21/07/2025","FATTURA 134/0J (CARBURANTE COLUMBUS DEL 17/07, SALDATO CON CARTA PREPAGATA MPS)","234,52 €","Fissi","Cantiere nautico Feltrinelli","Gasolio","Columbus","Carta di credito/prepagata","","   "
"21/07/2025","FATTURA IT25-AEUI-9643451 (CARTA IGIENICA, 3 CONFEZIONI DI DETERGENTE MANI, 8 TERMINALI MOCIO)","29,59 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"21/07/2025","FATTURA 2025/01735/1813 (GASOLIO)","1.226,38 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"21/07/2025","FATTURA 2025/01735/1812 (GASOLIO)","928,48 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"21/07/2025","FATTURA 861 (RIFORNIMENTO DEL 20/07, SALDATO CON CARTA PREPAGATA BCC)","1.201,64 €","Fissi","Garda Garage di Valentini Giuseppe e C. snc","Gasolio","Azienda","Carta di credito/prepagata","","   "
"21/07/2025","FATTURA 2025F000840574 (SIM PER IPAD RIVA DA APRILE A MAGGIO)","52,75 €","Fissi","Wind","Gestione","Riva","Bonifico","","   "
"21/07/2025","RATA 1 DI 6 PER TASSA SOCIETARIA (INCLUSO IL DIRITTO ANNUALE ALLA CCIAA)","7.976,75 €","Variabili","Agenzia delle Entrate","Tasse","Azienda","Bonifico","","   "
"22/07/2025","FATTURA 138/0J (RIFORNIMENTO FRAUSCHER DEL 19/07)","301,79 €","Fissi","Cantiere nautico Feltrinelli","Gasolio","Azienda","Bonifico","","   "
"22/07/2025","FATTURA 2025/01735/1815 (GASOLIO)","1.125,30 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"22/07/2025","FATTURA 27 (PROVVIGIONE PER TOUR IN MOTOSCAFO DEL 10/07)","76,23 €","Variabili","Diana srl semplificata","Provvigioni","Riva","Bonifico","","   "
"23/07/2025","FATTURA 2025/01735/1832 (GASOLIO)","837,93 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"24/07/2025","FATTURA 51 (PROVVIGIONI SU PRENOTAZIONI MESI DI APRILE, MAGGIO E GIUGNO 2025)","480,00 €","Variabili","Gardaway srls","Provvigioni","Azienda","Bonifico","","   "
"24/07/2025","FATTURA 2025/01735/1834 (GASOLIO RIVA)","1.196,58 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"24/07/2025","SPOTIFY LUGLIO 2025","35,98 €","Fissi","Spotify","Gestione","Azienda","Bonifico","","   "
"24/07/2025","FATTURA 243 (25300 PIEGHEVOLI TOUR SIRMIONE, 25300 PIEGHEVOLI TOUR DESENZANO, 100 BLOCCHETTI PER PARTENZE DA SIRMIONE E DESE)","2.262,20 €","Variabili","az-color","Grafica","Azienda","Bonifico","","   "
"24/07/2025","RC MAGIA","160,00 €","Fissi","Assicura sas","Gestione","Magia","Bonifico","","   "
"24/07/2025","RC COLUMBUS","160,00 €","Fissi","Assicura sas","Gestione","Columbus","Bonifico","","   "
"25/07/2025","FATTURA 2025E279173 (ELETTRICITÀ UFFICI GIUGNO 2025)","71,18 €","Fissi","Repower","Ufficio","Azienda","Bonifico","","   "
"25/07/2025","FATTURA 5185 MC (RIFORNIMENTO TANICA PER COLUMBUS DEL 25/07, SALDATA CON CARTA PREPAGATA MPS)","47,30 €","Fissi","Spazio srls (Distributore Synergy Salò)","Gasolio","Columbus","Carta di credito/prepagata","","   "
"25/07/2025","FATTURA 1542 (10 CONFEZIONI DI ACQUA NATURALE, 1 CONFEZIONE DI BIRRA IN BOTTIGLIA, 1 CONFEZIONE DI COCA COLA, 20 CONFEZIONI DI PROSECCO MILLESIMATO)","469,12 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"25/07/2025","INDENNIZZO PER OCCUPAZIONE SUOLO PUBBLICO OMBRELLONE E COLONNINA SUL LUNGOLAGO ARMANDO DIAZ","2.000,00 €","Variabili","Consorzio Salò","Gestione","Azienda","Bonifico","","   "
"25/07/2025","Saldo acquisto San Felice","39.000,00 €","Variabili","Paolo Belleri - San Felice Boats","Acquisto nuovo","Ocean","Contante Extra","","   "
"25/07/2025","Saldo acquisto San Felice","110.000,00 €","Variabili","San Felice Boats S.r.l.","Acquisto nuovo","Ocean","Assegno","","   "
"28/07/2025","FATTURA 235 (TRADUZIONI PER BLOG)","182,40 €","Variabili","Traduzione group di Loredana Pedrini","Sito","Azienda","Bonifico","","   "
"28/07/2025","FATTURA 2025/01735/1859 (PIENO FURGONE)","81,71 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"28/07/2025","FATTURA 1049/02 (CONSULENZA PER CRM E ACQUISTO SISTEMA)","3.200,00 €","Variabili","Brain Computing","Sito","Azienda","Bonifico","","   "
"28/07/2025","NOTA DI CREDITO 50/02 A STORNO DELLA FT. 864/02 PER ERRATA INTESTAZIONE AL FINE DEL BANDO VOUCHER DIGITALI","3.200,00 €","Variabili","Brain Computing","Sito","Azienda","Bonifico","","   "
"28/07/2025","FATTURA 8 (MANUTENZIONE HOSTING/DOMINI/SITI 2025/2026)","370,00 €","Variabili","Nicolò Monili","Sito","Azienda","Bonifico","","   "
"28/07/2025","PREVENTIVO 507 DEL 21/07/2025 (CESSIONE DI AZIENDA SAN FELICE BOATS SRL) > IN ATTESA DI FT.","5.545,00 €","Variabili","Pozzoli","Legali","Azienda","Bonifico","","   "
"28/07/2025","FATTURA 2025/01735/1850 (GASOLIO)","1.122,42 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"28/07/2025","FATTURA 2025/01735/1858 (GASOLIO)","1.010,54 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"28/07/2025","FATTURA 2025/01735/1865 (GASOLIO)","1.036,98 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"28/07/2025","FATTURA 889 (RIFORNIMENTO DEL 27/07, SALDATO CON CARTA PREPAGATA MPS)","1.145,59 €","Fissi","Garda Garage di Valentini Giuseppe e C. snc","Gasolio","Riva","Carta di credito/prepagata","","   "
"29/07/2025","FATTURA 2025/01735/1878 (GASOLIO)","1.123,07 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"29/07/2025","ABBONAMENTO SPOTIFY LUGLIO 2025","17,99 €","Fissi","Spotify","Gestione","Riva","Bonifico","","   "
"29/07/2025","FATTURA 1369/S (SOSTITUZIONE DGFE REGISTRATORE LUNGOLAGO DESE)","55,00 €","Fissi","S.C. sistemi di cassa","Gestione","Azienda","Bonifico","","   "
"29/07/2025","SALDO CONTANTE (EFFETTIVO 13450€)","20.000,00 €","Fissi","Studio cappello","Sito","Azienda","Contante Extra","","   "
"30/07/2025","FATTURA 828 (PELLICOLE PER VETRINE E PORTE UFFICIO 2, ORARI UFFICIO PER PORTA UFFICIO 1)","830,00 €","Variabili","Garda incisioni","Grafica","Azienda","Bonifico","","   "
"30/07/2025","FATTURA 25 (CONSULENZA LUGLIO 2025)","852,00 €","Variabili","Sarasini Laura","Marketing","Azienda","Bonifico","","   "
"30/07/2025","FATTURA 2025/01735/1891 (GASOLIO)","873,70 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"31/07/2025","FATTURA 2025-0002981/00 (VISITE MEDICHE)","1.836,00 €","Fissi","Saef","Formazione e sicurezza","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 1340 (CONSULENZA ORGANIZZAZIONE AZIENDALE SECONDO TRIMESTRE)","1.500,00 €","Fissi","Gesta srl","Contabilità","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 1250 (CONSULENZA AMMINISTRATIVA E CONTABILE SECONDO TRIMESTRE)","1.500,00 €","Fissi","Gesta srl","Contabilità","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 20200775 (PACCHETTO TOUR + CENA SUL PONTILE DEL 19/07)","400,00 €","Fissi","Terme di Sirmione","Gestione","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 96 (SPONSOR CARTINE DESENZANO, SIRMIONE E PESCHIERA 2025)","2.000,00 €","Variabili","Siri Sera srl","Pubblicità","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 2025/01735/1899 (GASOLIO)","1.127,38 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"31/07/2025","FATTURA FE430 (TAGLIANDO RIVA DEL 25/07)","1.968,00 €","Fissi","Bellini Nautica spa","Meccanico","Riva","Bonifico","","   "
"31/07/2025","FATTURA 1316 (MONITOR E STAFFA PER UFFICIO 2)","1.440,00 €","Variabili","System 6 s.r.l.","Acquisto nuovo","Azienda","Bonifico","","   "
"31/07/2025","FATTURA EDK3E0JH-0001 (ABBONAMENTO ANNUALE A CHATGPT)","570,48 €","Fissi","Open AI Chat GPT","Gestione","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 147 (1 GIACCA TAGLIA S, 6 MAGLIETTE TAGLIA S, 6 MAGLIETTE TAGLIA M, 6 MAGLIETTE TAGLIA L, 2 MAGLIONCINI TAGLIA S)","473,90 €","Variabili","Dama Company srl","Acquisto nuovo","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 1512 (ELABORAZIONE MODELLO 770)","400,00 €","Fissi","Gesta srl","Contabilità","Azienda","Bonifico","","   "
"31/07/2025","PRIMA RATA ACQUISTO CANDIDO 2025","35.800,00 €","Variabili","IC Yacht","Acquisto nuovo","Candido","Bonifico","","   "
"31/07/2025","FATTURA 25FVI17753 (CIME, SPAZZOLONI, GANCI PER I TAXI)","136,67 €","Variabili","Osculati","Gestione","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 1540 (PRIMA RATA CONSULENZA AMMINISTRATIVA E CONTABILE 2025)","1.500,00 €","Fissi","Gesta srl","Contabilità","Riva","Bonifico","","   "
"31/07/2025","FATTURA 172 (STUZZICHINI VARI PER TOUR GIUGNO 2025)","2.167,05 €","Variabili","Forno integrale snc","Cibo e bevande","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 39 (CONSULENZA CREATIVA E PROGETTAZIONE GRAFICA GIUGNO 2025)","400,00 €","Variabili","Logotomica","Grafica","Azienda","Bonifico","","   "
"31/07/2025","FATTURA FD/3058 (ARTICOLI VARI PER CANTIERE)","713,98 €","Variabili","cima","Cantiere","Azienda","Bonifico","","   "
"31/07/2025","FATTURA 25FVI17753 (KIT FLAPS PER ETERNITY)","297,13 €","Variabili","Osculati","Gestione","Eternity","Bonifico","","   "
"31/07/2025","FATTURA 25FVI17753 (PARABORDI DI SCORTA PER BECOME)","140,14 €","Variabili","Osculati","Gestione","Become","Bonifico","","   "
"31/07/2025","FATTURA 25FVI17753 (POMPA RULE PER VIRGILIO)","215,83 €","Variabili","Osculati","Gestione","Virgilio","Bonifico","","   "
"01/08/2025","MAZZO DI ROSE PER TOUR DEL 01/08","36,36 €","Variabili","Lago Fiorito","Gestione","Azienda","Contante Extra","","   "
"01/08/2025","FATTURA 2025/01735/1913 (GASOLIO)","1.083,93 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"01/08/2025","FATTURA 1621 (10 CASSE DI ACQUA FRIZZANTE E 20 CASSE DI PROSECCO)","436,29 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"01/08/2025","FATTURA 1378 (RICHIESTA VOLTURA LICENZA MOTOSCAFO OCEAN AL COMUNE DI SAN FELICE)","315,50 €","Variabili","Semplifica imprese S.r.l.","Burocrazia","Azienda","Bonifico","","   "
"03/08/2025","RC LIBERA","160,00 €","Fissi","Assicura sas","Gestione","Libera","Bonifico","","   "
"04/08/2025","FATTURA 661 (COPRI PARABORDI PER RIVA)","270,00 €","Variabili","Morosini Giovanni s.r.l.","Gestione","Riva","Bonifico","","   "
"04/08/2025","FATTURA IE25-01058868 (SPONSORIZZAZIONE PER ANNUNCIO IMPIEGATA E OPERAIO DI CANTIERE)","311,07 €","Variabili","Indeed","Gestione","Azienda","Bonifico","","   "
"04/08/2025","PROFORMA 117 (MARTINETTO PER CANTIERE FATTURATO ALLA RIVA > ATTENDERE A PAGARLO A FINE AGOSTO, QUANDO L'AZIENDA RIAPRE DOPO LE FERIE)","8.500,00 €","Variabili","PMP Italia","Acquisto nuovo","Riva","Bonifico","","   "
"04/08/2025","FATTURA 3833IT-FA (2 CASSETTE DI PRONTO SOCCORSO PER GLI UFFICI E 1 PER IL CANTIERE)","162,60 €","Variabili","C.S. di Gisinti Paolo srl","Acquisto nuovo","Azienda","Bonifico","","   "
"04/08/2025","FATTURA 61 (PRANZI RAGAZZI)","2.258,18 €","Variabili","Benzoni","Gestione","Azienda","Bonifico","","   "
"04/08/2025","FATTURA B_000362968/2025","22,37 €","Variabili","Easy Park Italia srl","Gestione","Azienda","Bonifico","","   "
"04/08/2025","FATTURA 2205/01735/1917 (GASOLIO)","545,37 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"04/08/2025","FATTURA 2025/01735/1916 (GASOLIO)","1.110,11 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"04/08/2025","FATTURA 10/2025 (PROVVIGIONE PER TOUR IN MOTOSCAFO DEL 30/06)","86,89 €","Variabili","Dipende Giornale del Garda","Provvigioni","Azienda","Bonifico","","   "
"05/08/2025","FATTURA 054719-1CX (ATTIVAZIONE SERVIZIO PAYWAYMAIL E CANONE MAGGIO-GIUGNO 2025)","21,70 €","Fissi","Numia spa","Gestione","Riva","Bonifico","","   "
"05/08/2025","AFFITTO APPARTAMENTO COLOMBARE AGOSTO 2025","400,00 €","Fissi","Angelica Donati","Gestione","Azienda","Bonifico","","   "
"05/08/2025","AFFITTO UFFICI AGOSTO 2025 > IN ATTESA DI FT.","1.200,00 €","Fissi","Peruz","Ufficio","Azienda","Bonifico","","   "
"05/08/2025","FATTURA 60/001 (TAGLIANDI VARI > DA CAPIRE CON MARCELLO PER QUALI BARCHE E COME RIPARTIRE LA CIFRA)","1.500,00 €","Variabili","Anselmo","Gestione","","Bonifico","","   "
